Day_Of_Week,Dep_Delay,Arr_Delay,Flight_Duration,Delay_Carrier,Delay_Weather,Delay_NAS,Delay_Security,Delay_LastAircraft,Aicraft_age,LATITUDE,LONGITUDE,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres,Month,Day,Airline,Tail_Number,Dep_Airport,DepTime_label,Arr_Airport,Distance_type,Manufacturer,Model,Dep_Delay_Tag
4,88,88,109,88,0,0,0,0,24,42.36435,-71.00518,-3.0,-6.0,1.1,0.0,0.0,299.0,15.8,1015.1,12,7,American Airlines Inc.,N738US,BOS,Night,DCA,Short Haul >1500Mi,AIRBUS,A319,1
3,-4,-6,42,0,0,0,0,0,22,37.7667,-99.1333,10.2,4.4,20.6,0.0,0.0,176.0,37.8,1007.7,3,15,Skywest Airlines Inc.,N679SA,DDC,Morning,LBL,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
1,-7,-11,138,0,0,0,0,0,20,38.85208,-77.03772,12.4,5.6,22.2,0.0,0.0,175.0,16.9,1017.9,4,3,Republic Airways,N641RW,DCA,Afternoon,ORD,Short Haul >1500Mi,EMBRAER,170/175,0
6,17,19,88,6,0,2,0,11,1,40.6925,-74.16866,27.3,24.1,33.7,1.2,0.0,282.0,12.5,1009.1,7,29,Republic Airways,N761YX,EWR,Afternoon,BUF,Short Haul >1500Mi,EMBRAER,170/175,1
7,5,-4,164,0,0,0,0,0,14,38.85208,-77.03772,1.9,-1.6,8.3,0.0,0.0,336.0,22.7,1019.1,1,15,PSA Airlines,N532EA,DCA,Evening,JAN,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,1
6,-6,-2,320,0,0,0,0,0,3,39.87195,-75.24114,16.3,12.2,18.9,0.0,0.0,288.0,23.8,996.0,10,21,American Airlines Inc.,N431AN,PHL,Morning,PHX,Medium Haul <3000Mi,AIRBUS,A321,0
6,25,61,263,0,0,61,0,0,15,39.85841,-104.667,-1.5,-10.5,7.2,0.0,0.0,92.0,13.3,1026.7,3,18,United Air Lines Inc.,N37437,DEN,Morning,FLL,Medium Haul <3000Mi,BOEING,737 NG,1
7,-2,-45,304,0,0,0,0,0,6,38.94453,-77.45581,25.4,19.4,33.3,4.1,0.0,158.0,10.4,1014.6,8,6,Alaska Airlines Inc.,N296AK,IAD,Morning,SEA,Medium Haul <3000Mi,BOEING,737 NG,0
3,-6,-14,95,0,0,0,0,0,17,39.71733,-86.29438,21.0,17.8,25.6,0.3,0.0,7.0,8.3,1009.1,6,7,Republic Airways,N114HQ,IND,Morning,DCA,Short Haul >1500Mi,EMBRAER,170/175,0
5,-6,14,210,0,0,0,0,0,16,42.36435,-71.00518,7.3,3.3,11.7,0.0,0.0,160.0,13.7,1007.5,3,17,Republic Airways,N126HQ,BOS,Morning,STL,Short Haul >1500Mi,EMBRAER,170/175,0
7,11,6,116,0,0,0,0,0,7,40.78839,-111.97777,24.2,19.4,28.3,0.0,0.0,318.0,13.7,1012.4,8,20,Skywest Airlines Inc.,N260SY,SLC,Morning,LGB,Short Haul >1500Mi,EMBRAER,170/175,1
3,13,-5,187,0,0,0,0,0,21,29.98047,-95.33972,25.2,20.6,31.7,0.0,0.0,110.0,9.0,1012.3,5,31,Southwest Airlines Co.,N435WN,IAH,Afternoon,LAS,Short Haul >1500Mi,BOEING,737 NG,1
7,54,45,71,0,0,0,0,45,24,34.20062,-118.3585,14.2,10.0,20.0,0.0,0.0,131.0,10.1,1017.0,4,16,Southwest Airlines Co.,N793SA,BUR,Evening,OAK,Short Haul >1500Mi,BOEING,737 NG,1
2,-2,-2,134,0,0,0,0,0,26,38.85208,-77.03772,10.5,5.0,16.1,0.0,0.0,323.0,11.9,1027.7,11,14,United Air Lines Inc.,N807UA,DCA,Evening,ORD,Short Haul >1500Mi,AIRBUS,A319,0
3,-7,-18,97,0,0,0,0,0,19,42.21206,-83.34884,21.1,18.3,24.4,9.0,0.0,89.0,10.9,1012.4,7,12,JetBlue Airways,N179JB,DTW,Afternoon,JFK,Short Haul >1500Mi,EMBRAER,190/195,0
5,-2,-11,151,0,0,0,0,0,20,42.94722,-87.89658,24.8,19.4,31.7,1.8,0.0,220.0,16.9,1006.2,8,11,Southwest Airlines Co.,N469WN,MKE,Night,MCO,Short Haul >1500Mi,BOEING,737 NG,0
1,-1,-8,88,0,0,0,0,0,20,36.19837,-95.88824,6.2,1.1,6.7,0.0,0.0,279.0,23.0,1014.9,12,25,Southwest Airlines Co.,N489WN,TUL,Night,HOU,Short Haul >1500Mi,BOEING,737 NG,0
7,-3,-14,70,0,0,0,0,0,5,47.61986,-117.53384,21.7,15.6,25.6,0.0,0.0,207.0,18.7,1011.5,9,17,Skywest Airlines Inc.,N300SY,GEG,Afternoon,SEA,Short Haul >1500Mi,EMBRAER,170/175,0
1,69,74,139,0,0,5,0,69,3,35.87764,-78.78747,26.1,20.0,32.8,31.8,0.0,20.0,6.1,1015.5,7,31,Spirit Air Lines,N937NK,RDU,Evening,FLL,Short Haul >1500Mi,AIRBUS,A320,1
4,-3,-6,179,0,0,0,0,0,16,39.85841,-104.667,-1.1,-6.6,6.7,0.0,0.0,232.0,12.2,1007.2,3,2,Alaska Airlines Inc.,N514AS,DEN,Afternoon,SEA,Short Haul >1500Mi,BOEING,737 NG,0
4,-2,16,213,0,0,16,0,0,2,42.36435,-71.00518,18.7,9.4,31.1,0.0,0.0,214.0,13.0,1008.3,4,13,JetBlue Airways,N3104J,BOS,Evening,MCO,Short Haul >1500Mi,AIRBUS,A220,0
6,-4,-4,89,0,0,0,0,0,6,40.78839,-111.97777,-1.1,-4.9,4.4,0.0,0.0,337.0,6.5,1019.7,2,11,Delta Air Lines Inc,N901DN,SLC,Morning,LAS,Short Haul >1500Mi,BOEING,737 NG,0
3,-1,23,99,0,0,23,0,0,24,34.42621,-119.84037,20.8,14.4,27.8,0.0,0.0,145.0,8.3,1015.0,8,2,Southwest Airlines Co.,N767SW,SBA,Afternoon,LAS,Short Haul >1500Mi,BOEING,737 NG,0
7,-5,-38,292,0,0,0,0,0,12,39.1754,-76.6682,7.1,5.0,10.6,0.0,0.0,296.0,7.9,1015.7,12,31,Southwest Airlines Co.,N8318F,BWI,Morning,PHX,Medium Haul <3000Mi,BOEING,737 NG,0
4,-9,-28,143,0,0,0,0,0,22,27.97547,-82.53325,29.3,24.4,34.4,68.1,0.0,36.0,6.8,1016.8,8,3,American Airlines Inc.,N186US,TPA,Morning,DFW,Short Haul >1500Mi,AIRBUS,A321,0
2,137,136,80,0,0,0,0,136,17,42.94052,-78.73217,4.9,2.8,6.7,7.9,0.0,222.0,19.4,993.7,5,2,Republic Airways,N105HQ,BUF,Morning,DCA,Short Haul >1500Mi,EMBRAER,170/175,1
6,9,30,341,30,0,0,0,0,12,21.31869,-157.92241,24.9,22.8,28.3,0.0,0.0,55.0,29.2,1017.8,2,11,Hawaiian Airlines Inc.,N389HA,HNL,Afternoon,SAN,Medium Haul <3000Mi,AIRBUS,A330,1
1,208,207,90,207,0,0,0,0,9,37.619,-122.37484,13.9,10.6,17.2,0.0,0.0,336.0,6.1,1024.1,12,4,United Air Lines Inc.,N67846,SFO,Afternoon,LAX,Short Haul >1500Mi,BOEING,737 NG,1
1,0,12,93,0,0,0,0,0,28,33.64044,-84.42694,13.9,9.4,19.4,0.0,0.0,20.0,4.5,1027.1,11,13,Delta Air Lines Inc,N538US,ATL,Evening,RDU,Short Haul >1500Mi,BOEING,757,0
7,1,8,162,0,0,0,0,0,8,26.07258,-80.15275,11.3,6.1,17.8,0.0,0.0,314.0,9.7,1021.1,1,15,Southwest Airlines Co.,N8694E,FLL,Morning,BWI,Short Haul >1500Mi,BOEING,737 NG,1
5,-7,-15,238,0,0,0,0,0,3,40.6925,-74.16866,10.5,4.1,16.1,0.2,0.0,284.0,5.9,1006.7,3,17,United Air Lines Inc.,N27255,EWR,Morning,IAH,Short Haul >1500Mi,BOEING,737 NG,0
1,-4,-21,152,0,0,0,0,0,1,27.39533,-82.55411,30.6,27.2,33.3,0.0,0.0,266.0,13.0,1016.5,7,17,United Air Lines Inc.,N17311,SRQ,Morning,EWR,Short Haul >1500Mi,BOEING,737 NG,0
1,-8,-21,109,0,0,0,0,0,25,42.94722,-87.89658,27.2,21.1,33.9,0.0,0.0,200.0,15.5,1011.1,9,4,American Airlines Inc.,N657AW,MKE,Evening,CLT,Short Haul >1500Mi,AIRBUS,A320,0
1,7,-5,283,0,0,0,0,0,3,36.08036,-115.15233,25.6,20.0,31.1,0.0,0.0,331.0,6.1,1009.2,9,4,JetBlue Airways,N2059J,LAS,Evening,JFK,Medium Haul <3000Mi,AIRBUS,A321,1
2,-9,-17,78,0,0,0,0,0,23,32.31117,-90.07589,6.8,1.1,13.3,0.0,0.0,49.0,7.9,1027.0,12,19,Delta Air Lines Inc,N906AT,JAN,Night,ATL,Short Haul >1500Mi,BOEING,717,0
5,-2,-11,117,0,0,0,0,0,23,40.78839,-111.97777,13.1,10.6,17.2,0.0,0.0,164.0,25.6,1009.3,5,5,Delta Air Lines Inc,N3751B,SLC,Morning,LAX,Short Haul >1500Mi,BOEING,737 NG,0
4,-1,-4,232,0,0,0,0,0,9,39.1754,-76.6682,28.1,22.8,32.8,0.0,0.0,11.0,5.8,1012.6,7,6,United Air Lines Inc.,N69847,BWI,Morning,DEN,Short Haul >1500Mi,BOEING,737 NG,0
5,33,16,178,6,0,0,0,10,24,26.07258,-80.15275,28.3,26.1,31.7,2.0,0.0,98.0,7.6,1014.6,8,4,Delta Air Lines Inc,N3736C,FLL,Afternoon,JFK,Short Haul >1500Mi,BOEING,737 NG,1
5,7,4,62,0,0,0,0,0,8,41.78598,-87.75242,-1.8,-3.9,0.6,0.0,0.0,275.0,11.7,1022.0,1,6,Southwest Airlines Co.,N8512U,MDW,Evening,DTW,Short Haul >1500Mi,BOEING,737 NG,1
1,-10,-5,127,0,0,0,0,0,3,39.85841,-104.667,4.0,-4.9,15.6,0.0,0.0,220.0,20.2,1017.0,12,4,Frontier Airlines Inc.,N373FR,DEN,Morning,LIT,Short Haul >1500Mi,AIRBUS,A320,0
3,-4,-14,177,0,0,0,0,0,32,33.94254,-118.40807,17.1,15.0,20.6,0.0,0.0,246.0,14.4,1014.0,7,5,Delta Air Lines Inc,N342NW,LAX,Morning,DFW,Short Haul >1500Mi,AIRBUS,A320,0
4,19,15,138,6,0,0,0,9,10,32.89595,-97.0372,32.4,26.7,38.3,0.0,0.0,177.0,20.5,1011.3,6,29,American Airlines Inc.,N946NN,DFW,Afternoon,MSP,Short Haul >1500Mi,BOEING,737 NG,1
7,-2,-20,74,0,0,0,0,0,21,44.3489,-105.53936,2.2,-6.0,10.0,0.0,0.0,258.0,17.3,1014.3,3,19,Skywest Airlines Inc.,N925EV,GCC,Night,DEN,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
7,-3,-19,111,0,0,0,0,0,24,38.50887,-107.89383,23.1,14.4,30.6,0.0,0.0,195.0,8.7,1014.4,8,13,American Airlines Inc.,N744P,MTJ,Morning,DFW,Short Haul >1500Mi,AIRBUS,A319,0
5,-7,-24,102,0,0,0,0,0,6,31.80667,-106.37781,10.0,7.8,11.1,4.8,0.0,75.0,10.1,1018.9,11,10,Frontier Airlines Inc.,N342FR,ELP,Afternoon,LAS,Short Haul >1500Mi,AIRBUS,A320,0
2,0,-15,75,0,0,0,0,0,18,38.69542,-121.59077,10.8,5.0,18.9,0.0,0.0,350.0,6.0,1027.4,11,21,Southwest Airlines Co.,N238WN,SMF,Evening,SNA,Short Haul >1500Mi,BOEING,737 NG,0
1,11,10,40,0,0,0,0,0,19,20.89865,-156.43046,22.6,18.3,28.3,0.0,0.0,80.0,15.1,1015.2,2,20,Hawaiian Airlines Inc.,N495HA,OGG,Afternoon,HNL,Short Haul >1500Mi,BOEING,717,1
4,28,7,158,0,0,0,0,0,8,30.19453,-97.66987,27.4,19.4,35.6,0.0,0.0,70.0,7.9,1012.7,9,28,Spirit Air Lines,N646NK,AUS,Afternoon,LAS,Short Haul >1500Mi,AIRBUS,A320,1
6,56,46,45,46,0,0,0,0,2,47.44898,-122.30931,18.1,12.2,24.4,0.0,0.0,209.0,13.0,1014.6,4,29,Skywest Airlines Inc.,N407SY,SEA,Afternoon,PDX,Short Haul >1500Mi,EMBRAER,170/175,1
4,-8,-4,79,0,0,0,0,0,19,40.79524,-73.10021,0.9,-3.8,3.9,0.0,0.0,269.0,11.2,1016.3,12,7,Southwest Airlines Co.,N216WR,ISP,Morning,BWI,Short Haul >1500Mi,BOEING,737 NG,0
2,-4,-11,128,0,0,0,0,0,18,32.73356,-117.18966,18.9,16.1,22.8,0.0,0.0,310.0,9.0,1016.0,6,20,Southwest Airlines Co.,N7849A,SAN,Evening,DEN,Short Haul >1500Mi,BOEING,737 NG,0
1,-4,-17,46,0,0,0,0,0,18,33.64044,-84.42694,27.5,21.7,33.9,0.0,0.0,351.0,5.3,1015.5,7,31,Skywest Airlines Inc.,N806SK,ATL,Afternoon,MGM,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
7,-1,-27,194,0,0,0,0,0,21,41.78598,-87.75242,21.8,16.7,25.6,0.0,0.0,48.0,15.9,1016.6,6,4,Southwest Airlines Co.,N561WN,MDW,Morning,PHX,Short Haul >1500Mi,BOEING,737 NG,0
1,-3,-14,299,0,0,0,0,0,7,21.31869,-157.92241,26.9,22.8,30.0,0.0,0.0,89.0,11.9,1015.2,9,4,Southwest Airlines Co.,N8709Q,HNL,Morning,OAK,Medium Haul <3000Mi,BOEING,737 NG,0
7,21,14,88,0,0,0,0,0,23,32.73356,-117.18966,20.7,20.0,21.7,0.0,0.0,310.0,9.4,1015.4,9,17,Southwest Airlines Co.,N7883A,SAN,Evening,SMF,Short Haul >1500Mi,BOEING,737 NG,1
3,7,8,116,0,0,0,0,0,17,40.6925,-74.16866,3.6,-0.9,7.0,0.0,30.0,104.0,8.4,1018.8,3,1,Spirit Air Lines,N529NK,EWR,Afternoon,MYR,Short Haul >1500Mi,AIRBUS,A319,1
2,10,9,84,0,0,0,0,0,18,43.11887,-77.67238,26.1,20.0,32.8,0.0,0.0,272.0,8.3,1015.4,9,5,JetBlue Airways,N198JB,ROC,Evening,JFK,Short Haul >1500Mi,EMBRAER,190/195,1
4,-3,-2,158,0,0,0,0,0,24,29.98047,-95.33972,24.9,21.7,27.2,29.0,0.0,7.0,10.8,1014.1,10,5,American Airlines Inc.,N947AN,IAH,Afternoon,ORD,Short Haul >1500Mi,BOEING,737 NG,0
4,-13,-14,149,0,0,0,0,0,23,58.35496,-134.57628,0.4,-4.9,7.2,0.0,0.0,5.0,2.5,1033.1,10,26,Delta Air Lines Inc,N3760C,JNU,Morning,SEA,Short Haul >1500Mi,BOEING,737 NG,0
6,-7,-13,76,0,0,0,0,0,2,32.73356,-117.18966,20.9,18.9,23.9,0.0,0.0,253.0,9.0,1011.8,7,15,Spirit Air Lines,N955NK,SAN,Afternoon,LAS,Short Haul >1500Mi,AIRBUS,A320,0
1,34,63,159,34,0,29,0,0,9,36.12448,-86.67818,1.7,-6.0,11.7,0.0,0.0,168.0,6.1,1028.7,3,20,Southwest Airlines Co.,N8669B,BNA,Afternoon,IAH,Short Haul >1500Mi,BOEING,737 NG,1
1,11,10,76,0,0,0,0,0,19,41.9796,-87.90446,5.4,4.4,11.1,4.6,0.0,169.0,22.3,1004.1,1,16,American Eagle Airlines Inc.,N905JH,ORD,Afternoon,RST,Short Haul >1500Mi,EMBRAER,135/145,1
7,-2,-25,312,0,0,0,0,0,25,32.73356,-117.18966,23.3,20.0,26.1,0.0,0.0,306.0,12.6,1016.3,9,3,United Air Lines Inc.,N54241,SAN,Afternoon,EWR,Medium Haul <3000Mi,BOEING,737 NG,0
1,-9,-24,209,0,0,0,0,0,11,32.89595,-97.0372,11.9,5.0,18.9,0.0,0.0,181.0,15.5,1013.5,2,13,American Airlines Inc.,N939NN,DFW,Morning,RNO,Short Haul >1500Mi,BOEING,737 NG,0
2,0,-2,81,0,0,0,0,0,10,32.12758,-81.20214,27.3,22.6,32.1,0.0,0.0,34.0,5.1,1018.6,7,25,PSA Airlines,N561NN,SAV,Afternoon,CLT,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
5,7,-1,122,0,0,0,0,0,29,47.44898,-122.30931,16.1,10.6,24.4,0.0,0.0,183.0,7.6,1015.3,9,22,United Air Lines Inc.,N430UA,SEA,Afternoon,SFO,Short Haul >1500Mi,AIRBUS,A320,1
4,12,-12,361,0,0,0,0,0,9,40.63975,-73.77893,5.2,0.0,12.8,0.0,0.0,264.0,15.8,1016.2,3,16,JetBlue Airways,N959JB,JFK,Evening,SMF,Medium Haul <3000Mi,AIRBUS,A321,1
5,18,19,82,2,0,1,0,16,9,32.73356,-117.18966,19.6,15.6,22.8,0.0,0.0,325.0,5.4,1012.6,10,13,American Airlines Inc.,N983NN,SAN,Afternoon,PHX,Short Haul >1500Mi,BOEING,737 NG,1
4,-6,-3,150,0,0,0,0,0,18,39.85841,-104.667,-1.2,-8.8,5.0,0.0,50.0,212.0,13.3,1028.7,1,12,United Air Lines Inc.,N894UA,DEN,Morning,IND,Short Haul >1500Mi,AIRBUS,A319,0
1,19,12,58,0,0,0,0,0,15,33.94254,-118.40807,22.8,20.0,29.4,0.0,0.0,277.0,9.0,1012.5,9,11,Southwest Airlines Co.,N7724A,LAX,Afternoon,SJC,Short Haul >1500Mi,BOEING,737 NG,1
2,2,-1,177,0,0,0,0,0,20,29.64542,-95.27889,31.8,27.8,37.8,0.0,0.0,219.0,10.4,1016.7,8,1,Southwest Airlines Co.,N458WN,HOU,Evening,BWI,Short Haul >1500Mi,BOEING,737 NG,1
1,-3,-33,79,0,0,0,0,0,9,37.24433,-93.38686,7.7,1.1,11.7,5.8,0.0,249.0,22.3,1010.1,12,25,American Eagle Airlines Inc.,N219NN,SGF,Morning,DFW,Short Haul >1500Mi,EMBRAER,170/175,0
5,-2,-6,301,0,0,0,0,0,10,33.64044,-84.42694,26.5,22.8,31.1,0.0,0.0,309.0,6.6,1012.2,7,7,Delta Air Lines Inc,N827DN,ATL,Morning,PDX,Medium Haul <3000Mi,BOEING,737 NG,0
5,2,6,105,0,0,0,0,0,12,39.29761,-94.71391,27.9,21.1,35.6,5.3,0.0,80.0,14.8,1011.2,6,30,American Airlines Inc.,N904NN,MCI,Evening,DFW,Short Haul >1500Mi,BOEING,737 NG,1
4,-4,-17,90,0,0,0,0,0,17,41.41089,-81.8494,10.2,3.3,14.4,15.0,0.0,205.0,15.8,1013.9,3,23,Republic Airways,N115HQ,CLE,Morning,LGA,Short Haul >1500Mi,EMBRAER,170/175,0
3,9,-7,139,0,0,0,0,0,18,29.99339,-90.25803,28.9,26.1,34.4,0.0,0.0,345.0,10.8,1007.7,8,30,American Eagle Airlines Inc.,N874RW,MSY,Morning,ORD,Short Haul >1500Mi,EMBRAER,170/175,1
2,170,160,72,160,0,0,0,0,25,32.89595,-97.0372,20.1,14.4,23.3,0.0,0.0,125.0,10.4,1014.7,3,7,American Airlines Inc.,N806AW,DFW,Morning,ICT,Short Haul >1500Mi,AIRBUS,A319,1
2,0,-11,79,0,0,0,0,0,16,38.85208,-77.03772,24.8,21.7,28.3,0.0,0.0,78.0,20.2,1018.5,6,20,Republic Airways,N212JQ,DCA,Morning,LGA,Short Haul >1500Mi,EMBRAER,170/175,0
6,18,-10,157,0,0,0,0,0,24,40.63975,-73.77893,18.6,13.3,26.7,0.8,0.0,288.0,16.9,1008.7,6,10,JetBlue Airways,N507JT,JFK,Morning,TPA,Short Haul >1500Mi,AIRBUS,A320,1
7,4,-13,154,0,0,0,0,0,5,35.39309,-97.60073,14.6,6.1,26.1,0.0,0.0,193.0,13.0,1017.6,10,8,Frontier Airlines Inc.,N349FR,OKC,Morning,LAS,Short Haul >1500Mi,AIRBUS,A320,1
4,0,-18,147,0,0,0,0,0,19,41.78598,-87.75242,6.3,1.7,10.0,0.0,0.0,118.0,8.1,1027.2,12,21,Southwest Airlines Co.,N212WN,MDW,Evening,HOU,Short Haul >1500Mi,BOEING,737 NG,0
2,-4,-8,106,0,0,0,0,0,7,26.68316,-80.09559,26.7,25.0,28.9,0.0,0.0,66.0,25.9,1019.0,10,24,Delta Air Lines Inc,N320DN,PBI,Morning,ATL,Short Haul >1500Mi,AIRBUS,A321,0
5,2,0,158,0,0,0,0,0,2,32.84711,-96.85177,13.2,7.8,19.4,0.0,0.0,41.0,12.2,1018.4,3,10,Southwest Airlines Co.,N8821S,DAL,Afternoon,PHX,Short Haul >1500Mi,BOEING,737 NG,1
3,-6,-25,70,0,0,0,0,0,6,36.08036,-115.15233,22.3,16.7,29.4,0.0,0.0,29.0,11.5,1015.6,10,4,Delta Air Lines Inc,N362DN,LAS,Afternoon,SLC,Short Haul >1500Mi,AIRBUS,A321,0
7,12,10,136,0,0,0,0,0,26,36.77619,-119.71814,10.9,5.6,19.4,0.0,0.0,6.0,3.2,1017.4,12,17,United Air Lines Inc.,N821UA,FAT,Afternoon,DEN,Short Haul >1500Mi,AIRBUS,A319,1
3,-6,-5,106,0,0,0,0,0,26,32.89865,-80.04051,26.7,22.8,32.2,6.4,0.0,225.0,12.2,1013.5,8,16,American Airlines Inc.,N705UW,CHS,Evening,PHL,Short Haul >1500Mi,AIRBUS,A319,0
2,0,-4,81,0,0,0,0,0,24,33.67566,-117.86822,12.4,6.1,17.8,0.0,0.0,356.0,5.7,1024.5,1,24,Southwest Airlines Co.,N762SW,SNA,Afternoon,OAK,Short Haul >1500Mi,BOEING,737 NG/MAX,0
1,145,171,217,0,0,26,0,145,14,41.53493,-93.66068,-8.3,-14.9,-0.5,0.0,130.0,243.0,14.0,1021.7,1,23,American Airlines Inc.,N862NN,DSM,Evening,PHX,Short Haul >1500Mi,BOEING,737 NG,1
7,-8,-14,232,0,0,0,0,0,6,36.08036,-115.15233,27.0,21.1,30.0,0.0,0.0,206.0,13.7,1004.5,6,11,Frontier Airlines Inc.,N336FR,LAS,Evening,DTW,Medium Haul <3000Mi,AIRBUS,A320,0
2,3,14,249,0,0,0,0,0,22,40.6925,-74.16866,20.3,18.0,23.9,0.0,0.0,126.0,12.3,1022.3,6,20,JetBlue Airways,N556JB,EWR,Morning,SJU,Medium Haul <3000Mi,AIRBUS,A320,1
7,8,-11,235,0,0,0,0,0,22,37.619,-122.37484,13.6,9.4,21.7,0.0,0.0,296.0,14.0,1021.1,4,9,United Air Lines Inc.,N37274,SFO,Morning,MSY,Medium Haul <3000Mi,BOEING,737 NG,1
5,-3,-7,93,0,0,0,0,0,24,39.90238,-84.21938,20.2,13.3,26.7,4.8,0.0,204.0,14.4,1016.4,5,19,Delta Air Lines Inc,N927AT,DAY,Morning,ATL,Short Haul >1500Mi,BOEING,717,0
7,20,14,134,0,0,0,0,0,2,36.12448,-86.67818,15.1,9.4,18.3,0.3,0.0,293.0,18.0,1003.9,4,30,Southwest Airlines Co.,N8792Q,BNA,Afternoon,AUS,Short Haul >1500Mi,BOEING,737 NG,1
7,-5,-23,194,0,0,0,0,0,9,38.85208,-77.03772,13.3,8.3,17.8,0.0,0.0,250.0,15.5,1009.6,10,8,American Airlines Inc.,N923US,DCA,Afternoon,DFW,Short Haul >1500Mi,AIRBUS,A321,0
4,-5,-23,216,0,0,0,0,0,17,47.44898,-122.30931,16.2,15.6,19.4,0.0,0.0,194.0,14.4,1018.2,10,19,Alaska Airlines Inc.,N585AS,SEA,Evening,ORD,Medium Haul <3000Mi,BOEING,737 NG,0
7,38,26,232,26,0,0,0,0,18,40.77724,-73.87261,14.6,11.1,20.0,27.7,0.0,336.0,8.4,1011.6,4,23,United Air Lines Inc.,N892UA,LGA,Morning,IAH,Short Haul >1500Mi,AIRBUS,A319,1
6,4,3,144,0,0,0,0,0,4,45.58872,-122.5975,21.2,15.6,27.8,0.0,0.0,319.0,13.0,1019.0,7,29,Southwest Airlines Co.,N8816Q,PDX,Morning,DEN,Short Haul >1500Mi,BOEING,737 NG,1
7,0,2,177,0,0,0,0,0,10,25.79325,-80.29056,23.6,18.3,25.6,16.8,0.0,251.0,16.9,1015.1,2,12,Southwest Airlines Co.,N8647A,MIA,Evening,HOU,Short Haul >1500Mi,BOEING,737 NG,0
1,-4,-11,132,0,0,0,0,0,5,39.87195,-75.24114,25.5,20.6,31.1,28.2,0.0,168.0,15.5,1010.5,8,7,PSA Airlines,N601EN,PHL,Afternoon,MKE,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
5,12,-4,98,0,0,0,0,0,19,38.85208,-77.03772,25.0,21.1,31.7,8.9,0.0,173.0,14.8,1016.8,6,30,American Airlines Inc.,N836AW,DCA,Morning,BGR,Short Haul >1500Mi,AIRBUS,A319,1
5,-4,-6,63,0,0,0,0,0,18,32.84711,-96.85177,36.0,28.3,43.3,0.0,0.0,170.0,10.8,1010.9,8,18,Southwest Airlines Co.,N7726A,DAL,Morning,SAT,Short Haul >1500Mi,BOEING,737 NG,0
7,-7,-22,63,0,0,0,0,0,10,30.47331,-87.18744,15.5,9.4,21.1,0.0,0.0,358.0,8.3,1013.9,11,19,Delta Air Lines Inc,N960DZ,PNS,Morning,ATL,Short Haul >1500Mi,BOEING,737 NG,0
4,-2,-9,84,0,0,0,0,0,9,39.85841,-104.667,23.1,16.1,33.3,0.0,0.0,211.0,18.0,1007.9,8,10,United Air Lines Inc.,N68842,DEN,Evening,BIL,Short Haul >1500Mi,BOEING,737 NG,0
3,5,5,260,0,0,0,0,0,12,36.08036,-115.15233,21.6,15.0,27.8,0.0,0.0,239.0,12.2,1009.1,10,25,American Airlines Inc.,N557UW,LAS,Morning,CLT,Medium Haul <3000Mi,AIRBUS,A321,1
1,2,-3,74,0,0,0,0,0,12,42.36435,-71.00518,5.0,2.8,8.9,0.0,80.0,292.0,28.4,1012.8,3,6,JetBlue Airways,N348JB,BOS,Morning,JFK,Short Haul >1500Mi,EMBRAER,190/195,1
6,-2,-13,139,0,0,0,0,0,8,41.41089,-81.8494,18.6,12.8,25.6,0.0,0.0,218.0,9.0,1019.4,8,19,Frontier Airlines Inc.,N233FR,CLE,Morning,TPA,Short Haul >1500Mi,AIRBUS,A320,0
1,-1,1,77,0,0,0,0,0,20,38.69542,-121.59077,6.7,5.0,9.4,14.6,0.0,167.0,21.5,1013.1,2,27,Southwest Airlines Co.,N469WN,SMF,Afternoon,ONT,Short Haul >1500Mi,BOEING,737 NG,0
2,9,4,58,0,0,0,0,0,25,44.88055,-93.21692,27.4,21.7,32.8,0.0,0.0,151.0,16.9,1016.0,6,20,Delta Air Lines Inc,N385DN,MSP,Evening,FAR,Short Haul >1500Mi,BOEING,737 NG,1
4,9,42,196,9,0,33,0,0,16,38.85208,-77.03772,11.7,10.6,14.4,1.0,0.0,297.0,11.2,1006.7,12,28,Republic Airways,N135HQ,DCA,Morning,PBI,Short Haul >1500Mi,EMBRAER,170/175,1
4,-5,-1,139,0,0,0,0,0,22,39.1754,-76.6682,10.9,6.7,17.8,1.3,0.0,310.0,10.1,1007.2,3,2,Southwest Airlines Co.,N7863A,BWI,Morning,MDW,Short Haul >1500Mi,BOEING,737 NG,0
5,5,15,107,5,0,10,0,0,26,30.47331,-87.18744,24.2,20.0,30.6,0.0,0.0,257.0,17.0,1011.1,10,20,American Airlines Inc.,N700UW,PNS,Morning,CLT,Short Haul >1500Mi,AIRBUS,A319,1
6,-10,4,143,0,0,0,0,0,2,37.619,-122.37484,9.9,5.6,14.4,0.0,0.0,317.0,22.7,1026.2,3,25,Skywest Airlines Inc.,N411SY,SFO,Afternoon,BZN,Short Haul >1500Mi,EMBRAER,170/175,0
